Name,timestamp,class
-5KQ66BBWC4,970,8
-5KQ66BBWC4,985,12
-5KQ66BBWC4,985,34
-5KQ66BBWC4,988,10
-5KQ66BBWC4,988,79
-5KQ66BBWC4,991,14
-5KQ66BBWC4,994,10
-5KQ66BBWC4,1000,10
-5KQ66BBWC4,1003,79
-5KQ66BBWC4,1012,11
-5KQ66BBWC4,1012,17
-5KQ66BBWC4,1012,48
-5KQ66BBWC4,1012,79
-5KQ66BBWC4,1015,12
-5KQ66BBWC4,1015,17
-5KQ66BBWC4,1015,79
-5KQ66BBWC4,1018,11
-5KQ66BBWC4,1018,17
-5KQ66BBWC4,1018,79
-5KQ66BBWC4,1021,11
-5KQ66BBWC4,1021,17
-5KQ66BBWC4,1024,11
-5KQ66BBWC4,1024,17
-5KQ66BBWC4,1027,11
-5KQ66BBWC4,1027,79
-5KQ66BBWC4,1027,80
-5KQ66BBWC4,1030,12
-5KQ66BBWC4,1030,74
-5KQ66BBWC4,1030,80
-5KQ66BBWC4,1030,11
-5KQ66BBWC4,1030,17
-5KQ66BBWC4,1030,79
-5KQ66BBWC4,1033,11
-5KQ66BBWC4,1033,17
-5KQ66BBWC4,1033,79
-5KQ66BBWC4,1036,12
-5KQ66BBWC4,1036,74
-5KQ66BBWC4,1036,80
-5KQ66BBWC4,1036,11
-5KQ66BBWC4,1036,17
-5KQ66BBWC4,1036,79
-5KQ66BBWC4,1036,80
-5KQ66BBWC4,1042,11
-5KQ66BBWC4,1048,11
-5KQ66BBWC4,1048,80
-5KQ66BBWC4,1048,11
-5KQ66BBWC4,1048,17
-5KQ66BBWC4,1051,11
-5KQ66BBWC4,1051,80
-5KQ66BBWC4,1051,11
-5KQ66BBWC4,1051,17
-5KQ66BBWC4,1051,47
-5KQ66BBWC4,1054,11
-5KQ66BBWC4,1054,80
-5KQ66BBWC4,1054,11
-5KQ66BBWC4,1057,11
-5KQ66BBWC4,1057,80
-5KQ66BBWC4,1057,11
-5KQ66BBWC4,1060,11
-5KQ66BBWC4,1060,80
-5KQ66BBWC4,1063,11
-5KQ66BBWC4,1063,74
-5KQ66BBWC4,1063,80
-5KQ66BBWC4,1063,12
-5KQ66BBWC4,1063,79
-5KQ66BBWC4,1063,80
-5KQ66BBWC4,1066,11
-5KQ66BBWC4,1069,11
-5KQ66BBWC4,1069,80
-5KQ66BBWC4,1069,11
-5KQ66BBWC4,1069,17
-5KQ66BBWC4,1072,11
-5KQ66BBWC4,1072,3
-5KQ66BBWC4,1072,80
-5KQ66BBWC4,1072,11
-5KQ66BBWC4,1072,17
-5KQ66BBWC4,1075,11
-5KQ66BBWC4,1075,74
-5KQ66BBWC4,1075,80
-5KQ66BBWC4,1075,11
-5KQ66BBWC4,1075,36
-5KQ66BBWC4,1075,59
-5KQ66BBWC4,1078,11
-5KQ66BBWC4,1078,74
-5KQ66BBWC4,1078,80
-5KQ66BBWC4,1078,11
-5KQ66BBWC4,1078,79
-5KQ66BBWC4,1078,80
-5KQ66BBWC4,1081,11
-5KQ66BBWC4,1081,79
-5KQ66BBWC4,1081,80
-5KQ66BBWC4,1081,11
-5KQ66BBWC4,1081,79
-5KQ66BBWC4,1081,80
-5KQ66BBWC4,1084,11
-5KQ66BBWC4,1084,79
-5KQ66BBWC4,1084,80
-5KQ66BBWC4,1084,11
-5KQ66BBWC4,1084,79
-5KQ66BBWC4,1084,80
-5KQ66BBWC4,1087,11
-5KQ66BBWC4,1087,74
-5KQ66BBWC4,1087,80
-5KQ66BBWC4,1087,11
-5KQ66BBWC4,1087,79
-5KQ66BBWC4,1087,80
-5KQ66BBWC4,1090,11
-5KQ66BBWC4,1090,3
-5KQ66BBWC4,1090,74
-5KQ66BBWC4,1090,80
-5KQ66BBWC4,1090,11
-5KQ66BBWC4,1090,79
-5KQ66BBWC4,1090,80
-5KQ66BBWC4,1093,11
-5KQ66BBWC4,1093,79
-5KQ66BBWC4,1093,11
-5KQ66BBWC4,1093,79
-5KQ66BBWC4,1093,80
-5KQ66BBWC4,1096,11
-5KQ66BBWC4,1096,79
-5KQ66BBWC4,1096,80
-5KQ66BBWC4,1096,11
-5KQ66BBWC4,1096,74
-5KQ66BBWC4,1096,80
-5KQ66BBWC4,1099,11
-5KQ66BBWC4,1099,80
-5KQ66BBWC4,1099,11
-5KQ66BBWC4,1099,17
-5KQ66BBWC4,1099,36
-5KQ66BBWC4,1105,1
-5KQ66BBWC4,1105,12
-5KQ66BBWC4,1105,17
-5KQ66BBWC4,1105,36
-5KQ66BBWC4,1108,12
-5KQ66BBWC4,1108,17
-5KQ66BBWC4,1111,12
-5KQ66BBWC4,1111,36
-5KQ66BBWC4,1114,12
-5KQ66BBWC4,1114,17
-5KQ66BBWC4,1120,12
-5KQ66BBWC4,1120,17
-5KQ66BBWC4,1120,36
-5KQ66BBWC4,1135,14
-5KQ66BBWC4,1138,10
-5KQ66BBWC4,1138,17
-5KQ66BBWC4,1138,36
-5KQ66BBWC4,1141,10
-5KQ66BBWC4,1141,17
-5KQ66BBWC4,1144,10
-5KQ66BBWC4,1144,17
-5KQ66BBWC4,1147,14
-5KQ66BBWC4,1147,17
-5KQ66BBWC4,1150,14
-5KQ66BBWC4,1150,17
-5KQ66BBWC4,1153,1
-5KQ66BBWC4,1153,17
-5KQ66BBWC4,1153,59
-5KQ66BBWC4,1156,12
-5KQ66BBWC4,1156,17
-5KQ66BBWC4,1159,12
-5KQ66BBWC4,1159,17
-5KQ66BBWC4,1159,45
-5KQ66BBWC4,1159,9
-5KQ66BBWC4,1162,12
-5KQ66BBWC4,1165,12
-5KQ66BBWC4,1165,17
-5KQ66BBWC4,1168,14
-5KQ66BBWC4,1171,12
-5KQ66BBWC4,1171,17
-5KQ66BBWC4,1171,36
-5KQ66BBWC4,1180,1
-5KQ66BBWC4,1180,17
-5KQ66BBWC4,1180,36
-5KQ66BBWC4,1183,14
-5KQ66BBWC4,1186,12
-5KQ66BBWC4,1186,17
-5KQ66BBWC4,1186,36
-5KQ66BBWC4,1189,12
-5KQ66BBWC4,1189,17
-5KQ66BBWC4,1189,36
-5KQ66BBWC4,1192,14
-5KQ66BBWC4,1192,17
-5KQ66BBWC4,1195,1
-5KQ66BBWC4,1195,12
-5KQ66BBWC4,1195,17
-5KQ66BBWC4,1198,1
-5KQ66BBWC4,1198,12
-5KQ66BBWC4,1198,36
-5KQ66BBWC4,1198,47
-5KQ66BBWC4,1201,1
-5KQ66BBWC4,1201,17
-5KQ66BBWC4,1201,58
-5KQ66BBWC4,1207,12
-5KQ66BBWC4,1207,17
-5KQ66BBWC4,1207,36
-5KQ66BBWC4,1210,1
-5KQ66BBWC4,1210,36
-5KQ66BBWC4,1213,1
-5KQ66BBWC4,1213,17
-5KQ66BBWC4,1213,36
-5KQ66BBWC4,1216,1
-5KQ66BBWC4,1216,17
-5KQ66BBWC4,1216,36
-5KQ66BBWC4,1219,1
-5KQ66BBWC4,1219,17
-5KQ66BBWC4,1219,36
-5KQ66BBWC4,1222,1
-5KQ66BBWC4,1222,17
-5KQ66BBWC4,1222,23
-5KQ66BBWC4,1231,12
-5KQ66BBWC4,1231,14
-5KQ66BBWC4,1234,14
-5KQ66BBWC4,1237,12
-5KQ66BBWC4,1237,17
-5KQ66BBWC4,1237,45
-5KQ66BBWC4,1240,12
-5KQ66BBWC4,1240,17
-5KQ66BBWC4,1243,1
-5KQ66BBWC4,1243,17
-5KQ66BBWC4,1249,17
-5KQ66BBWC4,1249,9
-5KQ66BBWC4,1252,17
-5KQ66BBWC4,1252,9
-5KQ66BBWC4,1255,1
-5KQ66BBWC4,1255,17
-5KQ66BBWC4,1273,1
-5KQ66BBWC4,1273,17
-5KQ66BBWC4,1276,1
-5KQ66BBWC4,1276,17
-5KQ66BBWC4,1282,12
-5KQ66BBWC4,1282,17
-5KQ66BBWC4,1285,12
-5KQ66BBWC4,1288,12
-5KQ66BBWC4,1288,45
-5KQ66BBWC4,1288,7
-5KQ66BBWC4,1294,12
-5KQ66BBWC4,1303,12
-5KQ66BBWC4,1312,17
-5KQ66BBWC4,1312,45
-5KQ66BBWC4,1312,9
-5KQ66BBWC4,1315,1
-5KQ66BBWC4,1315,17
-5KQ66BBWC4,1315,36
-5KQ66BBWC4,1315,38
-5KQ66BBWC4,1318,64
-5KQ66BBWC4,1318,9
-5KQ66BBWC4,1318,64
-5KQ66BBWC4,1318,9
-5KQ66BBWC4,1321,64
-5KQ66BBWC4,1321,9
-5KQ66BBWC4,1321,64
-5KQ66BBWC4,1321,9
-5KQ66BBWC4,1324,1
-5KQ66BBWC4,1324,64
-5KQ66BBWC4,1324,9
-5KQ66BBWC4,1324,11
-5KQ66BBWC4,1324,80
-5KQ66BBWC4,1324,64
-5KQ66BBWC4,1324,9
-5KQ66BBWC4,1330,1
-5KQ66BBWC4,1330,64
-5KQ66BBWC4,1333,64
-5KQ66BBWC4,1333,9
-5KQ66BBWC4,1333,11
-5KQ66BBWC4,1333,80
-5KQ66BBWC4,1336,64
-5KQ66BBWC4,1336,80
-5KQ66BBWC4,1336,9
-5KQ66BBWC4,1339,11
-5KQ66BBWC4,1339,80
-5KQ66BBWC4,1339,64
-5KQ66BBWC4,1339,9
-5KQ66BBWC4,1339,64
-5KQ66BBWC4,1339,80
-5KQ66BBWC4,1339,9
-5KQ66BBWC4,1342,64
-5KQ66BBWC4,1342,9
-5KQ66BBWC4,1345,11
-5KQ66BBWC4,1345,80
-5KQ66BBWC4,1348,11
-5KQ66BBWC4,1348,6
-5KQ66BBWC4,1351,14
-5KQ66BBWC4,1354,12
-5KQ66BBWC4,1354,79
-5KQ66BBWC4,1366,14
-5KQ66BBWC4,1369,11
-5KQ66BBWC4,1369,11
-5KQ66BBWC4,1369,74
-5KQ66BBWC4,1369,80
-5KQ66BBWC4,1372,11
-5KQ66BBWC4,1372,79
-5KQ66BBWC4,1372,11
-5KQ66BBWC4,1372,74
-5KQ66BBWC4,1372,80
-5KQ66BBWC4,1375,11
-5KQ66BBWC4,1375,79
-5KQ66BBWC4,1375,11
-5KQ66BBWC4,1375,74
-5KQ66BBWC4,1375,80
-5KQ66BBWC4,1378,11
-5KQ66BBWC4,1378,74
-5KQ66BBWC4,1378,11
-5KQ66BBWC4,1378,79
-5KQ66BBWC4,1378,80
-5KQ66BBWC4,1381,11
-5KQ66BBWC4,1381,74
-5KQ66BBWC4,1384,11
-5KQ66BBWC4,1384,79
-5KQ66BBWC4,1387,11
-5KQ66BBWC4,1387,79
-5KQ66BBWC4,1390,79
-5KQ66BBWC4,1390,80
-5KQ66BBWC4,1393,12
-5KQ66BBWC4,1396,12
-5KQ66BBWC4,1396,79
-5KQ66BBWC4,1399,12
-5KQ66BBWC4,1399,79
-5KQ66BBWC4,1402,12
-5KQ66BBWC4,1402,79
-5KQ66BBWC4,1405,11
-5KQ66BBWC4,1405,79
-5KQ66BBWC4,1408,11
-5KQ66BBWC4,1408,79
-5KQ66BBWC4,1408,11
-5KQ66BBWC4,1408,74
-5KQ66BBWC4,1408,80
-5KQ66BBWC4,1411,11
-5KQ66BBWC4,1411,80
-5KQ66BBWC4,1411,11
-5KQ66BBWC4,1411,74
-5KQ66BBWC4,1411,80
-5KQ66BBWC4,1414,11
-5KQ66BBWC4,1414,74
-5KQ66BBWC4,1414,80
-5KQ66BBWC4,1414,11
-5KQ66BBWC4,1414,79
-5KQ66BBWC4,1414,80
-5KQ66BBWC4,1420,11
-5KQ66BBWC4,1420,74
-5KQ66BBWC4,1420,80
-5KQ66BBWC4,1420,11
-5KQ66BBWC4,1420,79
-5KQ66BBWC4,1420,80
-5KQ66BBWC4,1423,11
-5KQ66BBWC4,1423,79
-5KQ66BBWC4,1423,80
-5KQ66BBWC4,1423,11
-5KQ66BBWC4,1423,74
-5KQ66BBWC4,1423,80
-5KQ66BBWC4,1426,11
-5KQ66BBWC4,1426,79
-5KQ66BBWC4,1426,80
-5KQ66BBWC4,1426,11
-5KQ66BBWC4,1426,74
-5KQ66BBWC4,1426,80
-5KQ66BBWC4,1429,11
-5KQ66BBWC4,1429,11
-5KQ66BBWC4,1429,74
-5KQ66BBWC4,1429,80
-5KQ66BBWC4,1432,11
-5KQ66BBWC4,1432,79
-5KQ66BBWC4,1432,11
-5KQ66BBWC4,1432,59
-5KQ66BBWC4,1432,74
-5KQ66BBWC4,1432,80
-5KQ66BBWC4,1435,11
-5KQ66BBWC4,1438,11
-5KQ66BBWC4,1441,12
-5KQ66BBWC4,1441,79
-5KQ66BBWC4,1444,12
-5KQ66BBWC4,1447,12
-5KQ66BBWC4,1450,11
-5KQ66BBWC4,1456,12
-5KQ66BBWC4,1459,9
-5KQ66BBWC4,1462,9
-5KQ66BBWC4,1465,9
-5KQ66BBWC4,1468,9
-5KQ66BBWC4,1474,9
-5KQ66BBWC4,1477,9
-5KQ66BBWC4,1480,9
-5KQ66BBWC4,1483,9
-5KQ66BBWC4,1486,9
-5KQ66BBWC4,1489,9
-5KQ66BBWC4,1492,9
-5KQ66BBWC4,1495,9
-5KQ66BBWC4,1498,9
-5KQ66BBWC4,1501,9
-5KQ66BBWC4,1516,9
-5KQ66BBWC4,1519,9
-5KQ66BBWC4,1522,9
-5KQ66BBWC4,1525,9
-5KQ66BBWC4,1528,12
-5KQ66BBWC4,1528,12
-5KQ66BBWC4,1528,9
-5KQ66BBWC4,1537,1
-5KQ66BBWC4,1537,55
-5KQ66BBWC4,1540,3
-5KQ66BBWC4,1540,9
-5KQ66BBWC4,1543,1
-5KQ66BBWC4,1543,59
-5KQ66BBWC4,1543,9
-5KQ66BBWC4,1546,1
-5KQ66BBWC4,1546,3
-5KQ66BBWC4,1549,1
-5KQ66BBWC4,1549,17
-5KQ66BBWC4,1552,17
-5KQ66BBWC4,1555,17
-5KQ66BBWC4,1555,3
-5KQ66BBWC4,1558,17
-5KQ66BBWC4,1558,3
-5KQ66BBWC4,1561,12
-5KQ66BBWC4,1561,17
-5KQ66BBWC4,1564,12
-5KQ66BBWC4,1564,58
-5KQ66BBWC4,1567,12
-5KQ66BBWC4,1567,17
-5KQ66BBWC4,1567,58
-5KQ66BBWC4,1573,12
-5KQ66BBWC4,1573,17
-5KQ66BBWC4,1573,58
-5KQ66BBWC4,1576,12
-5KQ66BBWC4,1576,58
-5KQ66BBWC4,1585,12
-5KQ66BBWC4,1585,17
-5KQ66BBWC4,1585,58
-5KQ66BBWC4,1588,12
-5KQ66BBWC4,1588,17
-5KQ66BBWC4,1591,12
-5KQ66BBWC4,1591,17
-5KQ66BBWC4,1591,74
-5KQ66BBWC4,1591,12
-5KQ66BBWC4,1591,79
-5KQ66BBWC4,1591,80
-5KQ66BBWC4,1594,12
-5KQ66BBWC4,1594,17
-5KQ66BBWC4,1594,74
-5KQ66BBWC4,1594,12
-5KQ66BBWC4,1594,79
-5KQ66BBWC4,1594,80
-5KQ66BBWC4,1597,12
-5KQ66BBWC4,1597,17
-5KQ66BBWC4,1597,74
-5KQ66BBWC4,1597,80
-5KQ66BBWC4,1597,12
-5KQ66BBWC4,1597,79
-5KQ66BBWC4,1597,80
-5KQ66BBWC4,1600,12
-5KQ66BBWC4,1600,74
-5KQ66BBWC4,1600,80
-5KQ66BBWC4,1600,12
-5KQ66BBWC4,1600,79
-5KQ66BBWC4,1600,80
-5KQ66BBWC4,1600,9
-5KQ66BBWC4,1603,12
-5KQ66BBWC4,1603,80
-5KQ66BBWC4,1603,9
-5KQ66BBWC4,1606,12
-5KQ66BBWC4,1606,79
-5KQ66BBWC4,1609,12
-5KQ66BBWC4,1609,17
-5KQ66BBWC4,1609,74
-5KQ66BBWC4,1609,80
-5KQ66BBWC4,1609,12
-5KQ66BBWC4,1609,79
-5KQ66BBWC4,1609,80
-5KQ66BBWC4,1612,12
-5KQ66BBWC4,1612,17
-5KQ66BBWC4,1612,74
-5KQ66BBWC4,1612,80
-5KQ66BBWC4,1612,14
-5KQ66BBWC4,1615,12
-5KQ66BBWC4,1615,80
-5KQ66BBWC4,1615,12
-5KQ66BBWC4,1618,12
-5KQ66BBWC4,1618,64
-5KQ66BBWC4,1618,80
-5KQ66BBWC4,1618,9
-5KQ66BBWC4,1618,12
-5KQ66BBWC4,1618,64
-5KQ66BBWC4,1621,12
-5KQ66BBWC4,1621,64
-5KQ66BBWC4,1621,9
-5KQ66BBWC4,1621,12
-5KQ66BBWC4,1621,9
-5KQ66BBWC4,1624,17
-5KQ66BBWC4,1624,64
-5KQ66BBWC4,1624,9
-5KQ66BBWC4,1627,1
-5KQ66BBWC4,1627,80
-5KQ66BBWC4,1630,1
-5KQ66BBWC4,1633,64
-5KQ66BBWC4,1633,9
-5KQ66BBWC4,1633,64
-5KQ66BBWC4,1633,9
-5KQ66BBWC4,1636,1
-5KQ66BBWC4,1636,17
-5KQ66BBWC4,1636,64
-5KQ66BBWC4,1636,9
-5KQ66BBWC4,1636,64
-5KQ66BBWC4,1636,9
-5KQ66BBWC4,1639,17
-5KQ66BBWC4,1639,64
-5KQ66BBWC4,1639,9
-5KQ66BBWC4,1639,64
-5KQ66BBWC4,1639,9
-5KQ66BBWC4,1642,12
-5KQ66BBWC4,1645,7
-5KQ66BBWC4,1648,11
-5KQ66BBWC4,1648,79
-5KQ66BBWC4,1648,80
-5KQ66BBWC4,1651,11
-5KQ66BBWC4,1654,12
-5KQ66BBWC4,1654,80
-5KQ66BBWC4,1654,11
-5KQ66BBWC4,1654,6
-5KQ66BBWC4,1657,12
-5KQ66BBWC4,1657,74
-5KQ66BBWC4,1657,80
-5KQ66BBWC4,1657,12
-5KQ66BBWC4,1657,79
-5KQ66BBWC4,1657,80
-5KQ66BBWC4,1657,12
-5KQ66BBWC4,1657,74
-5KQ66BBWC4,1660,12
-5KQ66BBWC4,1660,79
-5KQ66BBWC4,1660,80
-5KQ66BBWC4,1660,12
-5KQ66BBWC4,1660,80
-5KQ66BBWC4,1663,12
-5KQ66BBWC4,1663,80
-5KQ66BBWC4,1663,12
-5KQ66BBWC4,1663,74
-5KQ66BBWC4,1666,12
-5KQ66BBWC4,1666,79
-5KQ66BBWC4,1666,80
-5KQ66BBWC4,1669,12
-5KQ66BBWC4,1669,74
-5KQ66BBWC4,1669,80
-5KQ66BBWC4,1669,12
-5KQ66BBWC4,1669,79
-5KQ66BBWC4,1669,80
-5KQ66BBWC4,1672,12
-5KQ66BBWC4,1672,79
-5KQ66BBWC4,1672,80
-5KQ66BBWC4,1675,12
-5KQ66BBWC4,1675,79
-5KQ66BBWC4,1675,80
-5KQ66BBWC4,1678,12
-5KQ66BBWC4,1678,79
-5KQ66BBWC4,1681,12
-5KQ66BBWC4,1681,79
-5KQ66BBWC4,1684,12
-5KQ66BBWC4,1684,80
-5KQ66BBWC4,1687,12
-5KQ66BBWC4,1690,12
-5KQ66BBWC4,1690,74
-5KQ66BBWC4,1690,80
-5KQ66BBWC4,1693,12
-5KQ66BBWC4,1693,74
-5KQ66BBWC4,1693,80
-5KQ66BBWC4,1693,12
-5KQ66BBWC4,1693,79
-5KQ66BBWC4,1693,80
-5KQ66BBWC4,1696,12
-5KQ66BBWC4,1696,80
-5KQ66BBWC4,1696,14
-5KQ66BBWC4,1699,12
-5KQ66BBWC4,1699,74
-5KQ66BBWC4,1699,12
-5KQ66BBWC4,1699,79
-5KQ66BBWC4,1702,12
-5KQ66BBWC4,1702,74
-5KQ66BBWC4,1702,80
-5KQ66BBWC4,1705,12
-5KQ66BBWC4,1705,14
-5KQ66BBWC4,1708,12
-5KQ66BBWC4,1708,79
-5KQ66BBWC4,1708,80
-5KQ66BBWC4,1708,12
-5KQ66BBWC4,1708,74
-5KQ66BBWC4,1708,80
-5KQ66BBWC4,1711,12
-5KQ66BBWC4,1711,80
-5KQ66BBWC4,1711,14
-5KQ66BBWC4,1714,12
-5KQ66BBWC4,1714,74
-5KQ66BBWC4,1714,80
-5KQ66BBWC4,1714,12
-5KQ66BBWC4,1714,17
-5KQ66BBWC4,1714,79
-5KQ66BBWC4,1714,80
-5KQ66BBWC4,1717,12
-5KQ66BBWC4,1717,80
-5KQ66BBWC4,1717,12
-5KQ66BBWC4,1717,14
-5KQ66BBWC4,1720,12
-5KQ66BBWC4,1720,74
-5KQ66BBWC4,1720,80
-5KQ66BBWC4,1720,12
-5KQ66BBWC4,1720,79
-5KQ66BBWC4,1720,80
-5KQ66BBWC4,1723,12
-5KQ66BBWC4,1723,74
-5KQ66BBWC4,1723,80
-5KQ66BBWC4,1723,12
-5KQ66BBWC4,1723,79
-5KQ66BBWC4,1723,80
-5KQ66BBWC4,1726,12
-5KQ66BBWC4,1726,79
-5KQ66BBWC4,1729,12
-5KQ66BBWC4,1729,79
-5KQ66BBWC4,1732,12
-5KQ66BBWC4,1732,79
-5KQ66BBWC4,1735,12
-5KQ66BBWC4,1735,79
-5KQ66BBWC4,1738,12
-5KQ66BBWC4,1738,79
-5KQ66BBWC4,1741,9
-5KQ66BBWC4,1744,12
-5KQ66BBWC4,1744,80
-5KQ66BBWC4,1747,12
-5KQ66BBWC4,1750,9
-5KQ66BBWC4,1753,9
-5KQ66BBWC4,1756,9
-5KQ66BBWC4,1765,12
-5KQ66BBWC4,1768,11
-5KQ66BBWC4,1771,12
-5KQ66BBWC4,1771,80
-5KQ66BBWC4,1771,12
-5KQ66BBWC4,1771,80
-5KQ66BBWC4,1774,12
-5KQ66BBWC4,1774,80
-5KQ66BBWC4,1774,11
-5KQ66BBWC4,1777,12
-5KQ66BBWC4,1777,12
-5KQ66BBWC4,1777,80
-5KQ66BBWC4,1780,12
-5KQ66BBWC4,1780,80
-5KQ66BBWC4,1780,12
-5KQ66BBWC4,1780,11
-5KQ66BBWC4,1780,80
-5KQ66BBWC4,1780,12
-5KQ66BBWC4,1783,12
-5KQ66BBWC4,1783,14
-5KQ66BBWC4,1783,17
-5KQ66BBWC4,1789,14
-5KQ66BBWC4,1789,17
-5KQ66BBWC4,1792,12
-5KQ66BBWC4,1792,80
-5KQ66BBWC4,1792,14
-5KQ66BBWC4,1792,17
-5KQ66BBWC4,1795,12
-5KQ66BBWC4,1795,12
-5KQ66BBWC4,1795,74
-5KQ66BBWC4,1795,12
-5KQ66BBWC4,1795,17
-5KQ66BBWC4,1795,79
-5KQ66BBWC4,1795,80
-5KQ66BBWC4,1798,12
-5KQ66BBWC4,1798,12
-5KQ66BBWC4,1798,17
-5KQ66BBWC4,1798,79
-5KQ66BBWC4,1798,80
#NAME?,904,11
#NAME?,904,79
#NAME?,907,11
#NAME?,907,79
#NAME?,910,11
#NAME?,910,79
#NAME?,913,11
#NAME?,913,79
#NAME?,916,11
#NAME?,916,79
#NAME?,919,11
#NAME?,919,79
#NAME?,922,11
#NAME?,922,79
#NAME?,925,12
#NAME?,925,79
#NAME?,928,11
#NAME?,928,79
#NAME?,931,11
#NAME?,931,79
#NAME?,934,11
#NAME?,934,3
#NAME?,934,79
#NAME?,937,11
#NAME?,937,17
#NAME?,937,79
#NAME?,940,11
#NAME?,940,3
#NAME?,940,74
#NAME?,943,11
#NAME?,943,79
#NAME?,946,11
#NAME?,946,79
#NAME?,949,11
#NAME?,949,79
#NAME?,952,11
#NAME?,952,79
#NAME?,955,11
#NAME?,955,79
#NAME?,958,11
#NAME?,958,79
#NAME?,961,11
#NAME?,964,12
#NAME?,964,11
#NAME?,964,12
#NAME?,964,17
#NAME?,964,67
#NAME?,964,7
#NAME?,976,12
#NAME?,976,17
#NAME?,979,12
#NAME?,979,17
#NAME?,982,12
#NAME?,982,17
#NAME?,985,12
#NAME?,985,17
#NAME?,985,80
#NAME?,988,11
#NAME?,988,79
#NAME?,991,11
#NAME?,991,3
#NAME?,991,79
#NAME?,994,11
#NAME?,997,11
#NAME?,997,3
#NAME?,997,74
#NAME?,1015,14
#NAME?,1015,45
#NAME?,1018,4
#NAME?,1018,7
#NAME?,1018,14
#NAME?,1018,17
#NAME?,1018,4
#NAME?,1027,4
#NAME?,1054,12
#NAME?,1054,12
#NAME?,1057,12
#NAME?,1057,74
#NAME?,1057,12
#NAME?,1060,10
#NAME?,1060,14
#NAME?,1060,17
#NAME?,1063,17
#NAME?,1063,7
#NAME?,1066,12
#NAME?,1066,17
#NAME?,1069,1
#NAME?,1069,17
#NAME?,1069,12
#NAME?,1069,17
#NAME?,1072,12
#NAME?,1072,17
#NAME?,1075,1
#NAME?,1075,17
#NAME?,1078,1
#NAME?,1078,17
#NAME?,1081,1
#NAME?,1081,17
#NAME?,1081,1
#NAME?,1081,17
#NAME?,1084,1
#NAME?,1084,17
#NAME?,1084,27
#NAME?,1090,1
#NAME?,1090,17
#NAME?,1093,1
#NAME?,1096,1
#NAME?,1096,17
#NAME?,1096,27
#NAME?,1099,1
#NAME?,1099,27
